Record ID	Type	Term	Aliases	Proposed copy	Provenance role	Primary locator	Supporting locators	Limitations	Disposition	Owner decision	Replacement locator	Copy SHA-256
glossary_convoke	GLOSSARY_TERM	Convoke		As you cast a spell with convoke, your creatures can be tapped to help pay its mana cost; each tapped creature pays for one mana of its color or one generic mana.	official_game_rule	https://magic.wizards.com/en/news/feature/guilds-ravnica-mechanics-2018-09-04#convoke	https://magic.wizards.com/en/rules	Explains the game term only; it does not establish an identity relationship or placement preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_convoke	3b687c46e653566bbde6b3cc93f8e3d7f6dc8f72fdc9c53250a044bab4d8405e
glossary_counters_matter	GLOSSARY_TERM	Counters Matter	counters matter	Using counters on permanents or players as a scaling resource.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#counters		A teaching definition only; the term does not prove an identity, placement, power level, or player preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_counters_matter	982f820858da7fee934bb959b602b661dd2456010d0bc798cbbd97afb938b13c
glossary_devoid	GLOSSARY_TERM	Devoid		A card with devoid is colorless even if colored mana symbols appear in its mana cost. Devoid does not remove those colors from the card's Commander color identity.	official_game_rule	https://magic.wizards.com/en/news/feature/modern-horizons-3-mechanics#devoid	https://magic.wizards.com/en/rules	Explains the game term only; it does not establish an identity relationship or placement preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_devoid	3e7d1e3dcae938fb0ddbc7f12c2218d37132efe226d5d2d88e7c2bc1a64cd2d9
glossary_devour	GLOSSARY_TERM	Devour		Devour lets a creature enter with +1/+1 counters for each creature sacrificed as it enters; Devour N gives N counters per creature.	official_game_rule	https://magic.wizards.com/en/news/feature/modern-horizons-mechanics-2019-05-31#devour	https://magic.wizards.com/en/rules	Explains the game term only; it does not establish an identity relationship or placement preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_devour	83634b284926a67a63fbd97f13c01b26cf643308769eeead00c77c22e8812f88
glossary_dredge	GLOSSARY_TERM	Dredge		If a card with dredge N is in your graveyard when you would draw, you may mill exactly N cards and return that card to your hand instead.	official_game_mechanic	https://magic.wizards.com/en/news/feature/modern-horizons-3-mechanics#dredge	https://magic.wizards.com/en/rules	A curated teaching definition only. It does not establish identity meaning, placement, power level, or a requirement to decorate every occurrence.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_dredge	6171c06a5a7e1847cc271d77e7da430d04d882e090448937f6653eca672f4864
glossary_enchantments	GLOSSARY_TERM	Enchantments		Using enchantments as persistent rules, engines, or creature enhancements.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#enchantments		A curated teaching definition only. It does not establish identity meaning, placement, power level, or a requirement to decorate every occurrence.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_enchantments	4e235e63b33a882b10388d7ad5c906401310b6520e7008e050c19b5e3aa88314
glossary_enchantress	GLOSSARY_TERM	Enchantress		An enchantment-focused strategy that draws cards or generates value when you cast enchantments or when enchantments enter the battlefield.	commander_community_archetype	data/taxonomy/vox-mana-tags.json#enchantress		A curated teaching definition only. It does not establish identity meaning, placement, power level, or a requirement to decorate every occurrence.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_enchantress	7f3c40b7d3996ff8fbe9700d7bbefeb6f56be4a5cf44a824417897b0afad63b7
glossary_equipment	GLOSSARY_TERM	Equipment		Using Equipment artifacts to enhance creatures repeatedly.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#equipment		A teaching definition only; the term does not prove an identity, placement, power level, or player preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_equipment	1f4c5d8aa8c226fb6483437e77a448191a2a25c41aeaa8640cd95cb5531d95a8
glossary_etb	GLOSSARY_TERM	ETB	enters the battlefield | enter-the-battlefield	Using effects that trigger when permanents enter the battlefield.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#etb		A teaching definition only; the term does not prove an identity, placement, power level, or player preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_etb	31ad8fb2d0a1bb25966c36388b6a4675f36c72a5d1683e474f9870bbf09c98f9
glossary_exalted	GLOSSARY_TERM	Exalted		Whenever a creature you control attacks alone, each exalted ability gives it +1/+1 until end of turn.	official_game_mechanic	https://magic.wizards.com/en/news/making-magic/between-rock-and-shard-place-2008-09-05	https://magic.wizards.com/en/rules	A curated teaching definition only. It does not establish identity meaning, placement, power level, or a requirement to decorate every occurrence.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_exalted	89f735b07297dd32c9d003dbd25083893151cf3bcfe03ee52dd35c3175e9330c
glossary_generic_mana	GLOSSARY_TERM	Generic mana	generic cost | generic mana cost	A generic mana cost is shown with a number and can be paid with mana of any color or with colorless mana; it is a cost, not a type of mana.	official_game_rule	docs/research/colorless/source-material/official/colorless-off-001-current-comprehensive-rules.md#rules-107-4b-107-4c	https://magic.wizards.com/en/rules	Explains the game term only; it does not establish an identity relationship or placement preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_generic_mana	b0ecb7482987addf912c2d0322f2aef8f575d6d1f3f6bf7fadfbcd0b180a25a9
glossary_go_wide	GLOSSARY_TERM	Go-wide	go wide	Build many creatures, often tokens, and use their combined pressure to overwhelm blockers and opponents.	commander_community_archetype	https://magic.wizards.com/en/news/making-magic/core-point-2019-06-17#go-wide-white-black-green	https://magic.wizards.com/en/rules	A curated teaching definition only. It does not establish identity meaning, placement, power level, or a requirement to decorate every occurrence.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_go_wide	79879aea5af549cfddc9ab6415b91517fc60da620a59f300a57494837d41cfd0
glossary_goad	GLOSSARY_TERM	Goad	goaded	Until your next turn, a goaded creature attacks each combat if able and attacks a player other than you if able.	official_game_rule	https://magic.wizards.com/en/news/making-magic/its-another-conspiracy-2016-08-15#goad	https://magic.wizards.com/en/rules	Explains the game term only; it does not establish an identity relationship or placement preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_goad	94dba553a65589f416b72e9ca14203893f254fb39b8c91595c2435909af1268c
glossary_graveyard_value	GLOSSARY_TERM	Graveyard value	graveyard	Using the graveyard as an active game zone or resource.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#graveyard		A teaching definition only; the term does not prove an identity, placement, power level, or player preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_graveyard_value	107a13e25f9006c3881a079475698e86bcabd57e3a943d1bba2efd06b86c1f3d
glossary_group_hug	GLOSSARY_TERM	Group Hug	group-hug	Give resources to multiple players, often to shape the table's politics or pace.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#group-hug		A curated teaching definition only. It does not establish identity meaning, placement, power level, or a requirement to decorate every occurrence.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_group_hug	03414909364f84d0ded058125ed35505d47070bb08f009e5898a067cbc715274
glossary_haste	GLOSSARY_TERM	Haste		A creature with haste can attack and use tap abilities as soon as it comes under your control.	official_game_mechanic	https://magic.wizards.com/en/rules	https://magic.wizards.com/en/rules	A curated teaching definition only. It does not establish identity meaning, placement, power level, or a requirement to decorate every occurrence.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_haste	11f5484a3c382223bdf6a56f73001701afce84b672cb48eb6186bf6c0b712c62
glossary_heroic	GLOSSARY_TERM	Heroic		Heroic is an ability word for abilities that trigger when you cast a spell that targets that creature.	official_game_mechanic	https://magic.wizards.com/en/news/feature/double-masters-2022-release-notes-2022-06-24#ability-word-heroic	https://magic.wizards.com/en/rules	A curated teaching definition only. It does not establish identity meaning, placement, power level, or a requirement to decorate every occurrence.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_heroic	c266779306f1ba37233de78e081ec9a6d43354500b8707542d0a30a2c3f68274
glossary_historic	GLOSSARY_TERM	Historic	historic payoffs	Historic refers collectively to artifacts, legendary cards, and Sagas.	official_game_term	https://magic.wizards.com/en/news/feature/dominaria-mechanics-2018-03-21#historic	https://magic.wizards.com/en/rules	A curated teaching definition only. It does not establish identity meaning, placement, power level, or a requirement to decorate every occurrence.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_historic	defab87b83a601733dd3a9c847d750f85a8b70de80bbbd3db695f45d5af856fd
glossary_impulse_draw	GLOSSARY_TERM	Impulse draw	impulsive draw | impulsive drawing	Exile cards and allow them to be played for a limited time instead of putting them into your hand.	commander_community_design_term	https://magic.wizards.com/en/news/making-magic/the-council-of-colors-revisited	https://magic.wizards.com/en/rules	A curated teaching definition only. It does not establish identity meaning, placement, power level, or a requirement to decorate every occurrence.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_impulse_draw	3945ab04fcce3f5c0c1d50f03e67b600d2725ee592e395047f6fb017c19dd98e
glossary_land_denial	GLOSSARY_TERM	Land denial	Ponza / Land Denial	Attack opponents' mana by destroying, restricting, or disabling lands; Ponza is a red-green version that follows with efficient threats.	commander_community_archetype	https://magic.wizards.com/en/news/announcements/commander-banned-and-restricted-february-9-2026	https://magic.wizards.com/en/rules	A curated teaching definition only. It does not establish identity meaning, placement, power level, or a requirement to decorate every occurrence.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_land_denial	b9e9c4ca3bf95202a70ede831796d4888b33d163218497f4ad3ac6c133855346
glossary_landfall	GLOSSARY_TERM	Landfall		Triggering effects when lands enter the battlefield under your control.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#landfall		A teaching definition only; the term does not prove an identity, placement, power level, or player preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_landfall	c03b659ee7638b95106956b71fd443c00d2292de016fef5452483d0d0f42fb69
glossary_lifegain	GLOSSARY_TERM	Lifegain	life gain | life-gain	Gain life as protection, fuel, or a payoff trigger.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#lifegain		A curated teaching definition only. It does not establish identity meaning, placement, power level, or a requirement to decorate every occurrence.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_lifegain	e8938a60ef1496f481bb3fd24cff2611f4c5a0a969c2672c6f7aa7e89b212987
glossary_mana_rocks	GLOSSARY_TERM	Mana rocks	mana rock	Artifacts that produce mana, helping a deck accelerate or fix its mana.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#ramp		A teaching definition only; the term does not prove an identity, placement, power level, or player preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_mana_rocks	e1a7e208b2085a402f130a354cf8cf968ec1c3b4552ceca87b245e5eb82c590b
glossary_mill	GLOSSARY_TERM	Mill	milling	Put cards from a library into its owner's graveyard, often to empty an opponent's library or stock a graveyard.	official_game_action	https://magic.wizards.com/en/rules	https://magic.wizards.com/en/rules	A curated teaching definition only. It does not establish identity meaning, placement, power level, or a requirement to decorate every occurrence.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_mill	76cb4418a07abcfe9efd9ab727d773fd3530034cf5bce99189b3bb3ed27e044c
glossary_politics	GLOSSARY_TERM	Politics		Use deals, incentives, goad, votes, or threat assessment to shape multiplayer decisions.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#politics		A curated teaching definition only. It does not establish identity meaning, placement, power level, or a requirement to decorate every occurrence.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_politics	177d15aae29ac17c4292bbca9cea4fa2e3381106a8bf575244a6fcfae2cd3eb8
glossary_populate	GLOSSARY_TERM	Populate		Create a token that's a copy of a creature token you control.	official_game_rule	https://magic.wizards.com/en/news/feature/return-to-ravnica-mechanics#populate	https://magic.wizards.com/en/rules	Explains the game term only; it does not establish an identity relationship or placement preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_populate	b14510706d305187e5b28e3b3743f3153681561c04227a4d2039bf986d9127fe
glossary_protection	GLOSSARY_TERM	Protection		Protection stops damage, enchanting or equipping, blocking, and targeting from whatever it has protection from. Other effects still work normally.	official_game_rule	https://magic.wizards.com/en/news/feature/modern-horizons-mechanics-2019-05-31#protection	https://magic.wizards.com/en/rules	Explains the game term only; it does not establish an identity relationship or placement preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_protection	9779be7c28213b3489d276194fbb1d7c8e4bfe85fa85d3fb24d3d5219b30e76a
glossary_ramp	GLOSSARY_TERM	Ramp	mana acceleration	Getting access to more mana than normal for your turn count.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#ramp		A teaching definition only; the term does not prove an identity, placement, power level, or player preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_ramp	bfdfcc9ba8d9407890571ac294f4c8bc07eab4030bc41696b3a06f58a7011593
glossary_reanimator	GLOSSARY_TERM	Reanimator	reanimation	Put creature cards from your graveyard directly onto the battlefield, often for less mana than casting them normally.	commander_community_archetype	data/taxonomy/vox-mana-tags.json#reanimator		A curated teaching definition only. It does not establish identity meaning, placement, power level, or a requirement to decorate every occurrence.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_reanimator	57d501ef595bbc3f94f73b225e0c2ee4084fa334483bf703471f2f48da6fb1d0
glossary_sacrifice	GLOSSARY_TERM	Sacrifice	sacrificing	Sacrificing your own permanents for value, protection, or triggers.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#sacrifice		A teaching definition only; the term does not prove an identity, placement, power level, or player preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_sacrifice	61d9a3bad0b916019c4acdec3e2c6733611d90a75414c5cb10d014173f975f04
glossary_self_mill	GLOSSARY_TERM	Self-mill	self mill | mill yourself | stock the graveyard	Putting cards from your own library into your graveyard on purpose.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#self-mill		A teaching definition only; the term does not prove an identity, placement, power level, or player preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_self_mill	b9fcdd31859504212451f4b8f54a94eba98d98e495e9ffcc1d16225715fe0498
glossary_spell_copying	GLOSSARY_TERM	Spell copying	copy spells | spell copy	Copying instants, sorceries, or other spells for extra effects.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#spell-copy		A teaching definition only; the term does not prove an identity, placement, power level, or player preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_spell_copying	eaba653064f2073c25229c29bb23f09c8e5a9a9f19c6c0cf173174ef1e19ae84
glossary_spellslinger	GLOSSARY_TERM	Spellslinger		Rewarding the casting of instants and sorceries, often in chains.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#spellslinger		A teaching definition only; the term does not prove an identity, placement, power level, or player preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_spellslinger	cb0053e50c0daf55cbd2f901a7819363265f161e3000d50e4fae5c0b6c9887b9
glossary_storm	GLOSSARY_TERM	Storm		Casting many spells in one turn, sometimes using the Storm keyword.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#storm		A teaching definition only; the term does not prove an identity, placement, power level, or player preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_storm	8edc7c2332bd283c7e0cd1386879374072eaf6445e6d7b529822ae1c7975ef44
glossary_surveil	GLOSSARY_TERM	Surveil		Look at the stated number of cards from the top of your library, put any into your graveyard, and return the rest to the top in any order.	official_game_action	https://magic.wizards.com/en/news/feature/guilds-ravnica-mechanics-2018-09-04#house-dimir-and-surveil	https://magic.wizards.com/en/rules	A curated teaching definition only. It does not establish identity meaning, placement, power level, or a requirement to decorate every occurrence.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_surveil	a4193cd3a30a2aec48d8a4eb0649c99dc31984b9cce4a570c927ddc4ca174702
glossary_theft	GLOSSARY_TERM	Theft		Use opponents' cards, permanents, libraries, or graveyards as resources.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#theft		A curated teaching definition only. It does not establish identity meaning, placement, power level, or a requirement to decorate every occurrence.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_theft	64c97b516b0a0e97faee8d28978722308ce05632c6c4cca0d7cd5542d3d0499b
glossary_tokens	GLOSSARY_TERM	Tokens	token deck	Creating token permanents, especially creature tokens, as resources or threats.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#tokens		A teaching definition only; the term does not prove an identity, placement, power level, or player preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_tokens	c3bf62936514bd2da63b820b4d28ea10453bc34a1953c007c89629b209ad318b
glossary_trample	GLOSSARY_TERM	Trample		A creature with trample can assign excess combat damage to the player, planeswalker, or battle it is attacking after assigning lethal damage to its blockers.	official_game_rule	https://magic.wizards.com/en/rules	https://magic.wizards.com/en/rules	Explains the game term only; it does not establish an identity relationship or placement preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_trample	090226369b94a4ada54292063711b8bd907ce3fe74d251e525de2c5fb5c380bd
glossary_treasure	GLOSSARY_TERM	Treasure	Treasures | Treasure tokens	A Treasure is an artifact token that can be tapped and sacrificed to add one mana of any color.	official_game_object	https://magic.wizards.com/en/news/feature/ixalan-mechanics	https://magic.wizards.com/en/rules	A curated teaching definition only. It does not establish identity meaning, placement, power level, or a requirement to decorate every occurrence.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_treasure	dba6f87ca431fc5ee9f86cd24f1bd125c3dce3ea6706927640698c0d0821fa5f
glossary_typal	GLOSSARY_TERM	Typal	Tribal	Build around a shared creature type and cards that reward that type; many players also call this tribal.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#typal		A curated teaching definition only. It does not establish identity meaning, placement, power level, or a requirement to decorate every occurrence.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_typal	74f76e09c9e4bacd75bfc5b8edb4556765f2c65050ea538cc2df40f1a39c175c
glossary_voltron	GLOSSARY_TERM	Voltron		Building one creature, often a commander, into a lethal protected threat.	vox_mana_commander_vocabulary	data/taxonomy/vox-mana-tags.json#voltron		A teaching definition only; the term does not prove an identity, placement, power level, or player preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_voltron	9cbd4df9d1635691f95f680529558d99210b027243b1ec72f1fe94b369c6046a
glossary_wastes	GLOSSARY_TERM	Wastes		Wastes is a basic land with no land types that taps for one colorless mana; a Commander deck may include any number of it.	official_game_rule	docs/research/colorless/source-material/official/colorless-off-001-current-comprehensive-rules.md#rules-305-6-305-7	https://magic.wizards.com/en/rules	Explains the game term only; it does not establish an identity relationship or placement preference.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#glossary_wastes	a9d2c8a8be373e9545499dbb894e744514ffaceaa8be9c419051fe7e115f42dc
microcopy_browse_builds	DISCOVERY_LABEL	Decks — Browse builds		Browse exact-commander deck pages from verified providers.	verified_runtime_contract	data/placement/commander-provider-validation.json#providers		The action renders only for destinations verified to describe the exact displayed commander.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#microcopy_browse_builds	969069b918408fa5c6a66bb69e1d965fb7f770e3d605aea953a8f3e9db2f1cb3
microcopy_commanders_that_fit	MAZE_EXPLANATION	Commanders That Fit		Browse Commander-legal cards with exactly this reading's color identity.	verified_runtime_contract	assets/js/archscry-presentation.js#buildMazeRouteQuery		This basic route adds no hidden mechanic, Oracle-text, price, set, rarity, or flavor restriction.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#microcopy_commanders_that_fit	7f6d68dba55c0e571f2cb08b687ecd43c4beb1899884dc93eb71538ca031d5a8
microcopy_flavor_echoes	MAZE_EXPLANATION	Flavor Echoes		Browse cards using the visible flavor term shown by this route.	verified_runtime_contract	assets/js/archscry-presentation.js#ARCHSCRY_MAZE_PATHS		Flavor search is exploratory and does not prove placement or identity ownership.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#microcopy_flavor_echoes	e28f67339f1b480997ddb3d994610e1290bbb2016173cd59b02a70f53bdf7c4a
microcopy_support_cards	MAZE_EXPLANATION	Support Cards		Browse cards within this color identity using only the support theme named by the route.	verified_runtime_contract	assets/js/archscry-presentation.js#ARCHSCRY_MAZE_PATHS		The visible route must name every additional search restriction before navigation.	PENDING_AUTOMATIC_VALIDATION		data/dossier/discovery-education-authority.source.json#microcopy_support_cards	0a155f5ed79dab7cdb9e5204d24dc54ad38f815211472c47b75df55109664b0a
