path	category	disposition	basis
docs/archive/vm551-historical-review-evidence/consumer-map-final-independent-review/independent-review-consumer-map-completion-candidate.md	archive	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/archive/vm551-historical-review-evidence/final-audit-independent-review/independent-review-final-reconciled-candidate.md	archive	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/2026-06-05-vm297-placement-source-of-truth-contamination-audit.md	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/2026-06-29-vox-mana-deep-audit.md	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/2026-06-29-vox-mana-self-snapshot.md	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/2026-06-30-vox-mana-self-snapshot.md	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/2026-06-30-vox-mana-voice-audit.md	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/2026-07-04-vox-mana-delta-reevaluation.md	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/2026-07-10-vox-mana-self-snapshot.md	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/archscry-current-state-2026-08-22/manifest.json	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/archscry-current-state-2026-08-30/manifest.json	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/sirf-all-37-checkpoint-2026-08-30/manifest.json	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/sirf-post-wave-07-checkpoint-2026-08-30/manifest.json	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/vm551-all-37-dossier-closeout/approval-packet-2-identity-dossier.tsv	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/vm551-placement-system/audit-placement-system-remediation.mjs	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/vm551-placement-system/bounded-mvp-repair-plan.md	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/vm551-placement-system/claim-evidence-register.csv	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/vm551-placement-system/downstream-compatibility-contract.md	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/vm551-placement-system/owner-review-critical-extract.md	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/vm551-placement-system/placement-system-architecture-map.md	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/vm551-placement-system/requirements-specification.md	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/vm551-placement-system/requirements-traceability-matrix.csv	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/vm551-placement-system/result-field-consumer-map.csv	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/audits/vm551-placement-system/validate-downstream-compatibility-docs.mjs	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/context/2026-06-05-faction-quality-audit-session-briefing-codex-supersession.md	historical evidence	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/diagrams/archscry-quick-flow.mmd	current reference	UPDATE REFERENCE	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/diagrams/archscry-quick-flow.svg	current reference	UPDATE REFERENCE	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/diagrams/data-pipeline.mmd	current reference	UPDATE REFERENCE	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/diagrams/diagrams.md	current reference	UPDATE REFERENCE	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/diagrams/persistence-auth-flow.mmd	current reference	UPDATE REFERENCE	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/diagrams/persistence-auth-flow.svg	current reference	UPDATE REFERENCE	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/diagrams/project-architecture.mmd	current reference	UPDATE REFERENCE	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/diagrams/project-architecture.svg	current reference	UPDATE REFERENCE	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/diagrams/scrying-terminal-flow.mmd	current reference	UPDATE REFERENCE	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/diagrams/scrying-terminal-flow.svg	current reference	UPDATE REFERENCE	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-14-2243-codex-cleanup-batch-1-foundation.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-15-0038-codex-scryfall-discovery-foundation.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-15-0640-codex-archscry-result-narrative-ux-polish.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-15-0914-codex-vm005-archscry-maze-continuity.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-15-1723-codex-backlog-seeding-repo-obsidian.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-15-1926-codex-vm015-returning-user-commander-fit-check.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-15-1932-codex-vm016-archscry-profile-return-qr.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-15-2106-codex-vm018-commander-table-fit-rule-zero-card.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-17-0229-codex-vm023-mono-identity-layer-refactor-white-pilot.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-17-1305-codex-vm027-black-mono-authoring-pass.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-17-1342-codex-vm028-blue-mono-authoring-pass.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-17-1445-codex-vm029-red-mono-authoring-pass.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-17-1504-codex-vm030-green-mono-authoring-pass.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-17-2135-codex-vm035-colorless-foundation.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-20-0657-codex-vm076-cleanup-push-preview-archive-batch.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-20-2118-codex-vm091-safe-backup-push-ui-refactor-exploration.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-21-2104-codex-vm098-safe-backup-push-ui-refactor-exploration-2.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-22-0751-codex-vm100-privacy-terms-archive-document-refresh.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-22-1945-codex-vm100-privacy-merge-resolution-and-hardening-branch.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-22-2146-codex-vm106-frontend-hardening-phase-1-security-accessibility.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-24-1715-codex-vm117-performance-pass.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-25-0820-codex-vm127-archscry-index-extraction.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-25-1100-codex-vm129-maze-search-console-redesign.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-25-1719-codex-archscry-dossier-console.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-25-1838-codex-archscry-dossier-onboarding-trust-pass.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-25-2318-codex-vm132-archscry-dossier-ux-polish.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-26-0021-codex-vm135-archscry-card-voices-identity-story.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-26-0029-codex-branch-push-bundle.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-26-0731-codex-vm136-archscry-precon-layer.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-26-0816-codex-vm137-faction-native-precons.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-26-1007-codex-vm138-precon-unicode-name-preservation.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-26-2138-codex-vm139-precon-mechanics-import.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-26-2312-codex-vm143-route-ownership-matrix.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-26-2334-codex-vm148-canonical-homepage-cutover.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-27-0706-codex-vm149-identity-preview-registry.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-27-0730-codex-vm088-home-mana-lens-closeout.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-27-2118-codex-vm145-legal-page-css-extraction.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-27-2131-codex-vm152-legal-page-visual-alignment.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-27-2134-codex-vm153-legal-glass-opacity-match.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-27-2205-codex-vm144-preview-archive-audit.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-27-2208-codex-vm146-cdn-font-review.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-28-0944-codex-vm147a-home-risk-reduction-plan.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-28-1151-codex-vm147a-home-risk-reduction-implementation.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-28-1452-codex-vm147b-archscry-risk-reduction.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-28-1715-codex-vm155-supabase-frontend-security-review.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-28-1922-codex-vm013-placement-domains-prerequisite.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-28-2247-codex-vm156-canon-inventory-three-color-audit.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-28-2251-codex-branch-cleanup-push-bundle.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-28-2346-codex-vm157-bant-identity-metaphysics-authoring.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-29-0738-codex-vm158-bant-docs-parity-fill-pass.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-29-1249-codex-vm159-bant-raw-faction-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-29-1720-codex-vm159a-bant-raw-packet-reconciliation.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-29-1757-codex-vm160-bant-controlled-placement-promotion.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-29-1841-codex-vm161-mana-base-basics-placeholder-suppression.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-29-2001-codex-vm162-mana-base-empty-tier-suppression.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-29-2124-codex-vm163-esper-source-packet-evidence-ledger.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-29-2206-codex-vm168-bant-downstream-lore-reconciliation.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-29-2239-codex-vm169-bant-gold-standard-parity-cleanup.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-29-2254-codex-vm170-bant-research-folder-cleanup.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-29-2318-codex-vm163a-vm164-esper-packet-repair-base-docs.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-29-2349-codex-vm165-esper-docs-parity-fill.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-0018-codex-vm166-esper-raw-faction-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-0119-codex-vm167-esper-controlled-runtime-promotion.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-0847-codex-vm171-esper-post-promotion-lore-reconciliation.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-0851-codex-vm164-grixis-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-0926-codex-vm172-bant-post-cleanup-source-path-reconciliation.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-0932-codex-vm165-grixis-identity-metaphysics.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-1035-codex-vm166-grixis-raw-faction-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-1119-codex-vm167-grixis-raw-packet-review-gate.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-1621-codex-vm168-grixis-controlled-runtime-promotion.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-1715-codex-vm173-grixis-dossier-recommendation-quality-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-1728-codex-vm174-grixis-maze-sidebar-identity-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-1746-codex-vm175-bant-esper-dossier-recommendation-parity-audit.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-1754-codex-vm176-jund-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-1812-codex-vm177-jund-identity-metaphysics.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-1817-codex-vm181-naya-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-1826-codex-vm178-jund-docs-parity-fill.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-1828-codex-vm182-naya-identity-metaphysics.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-1848-codex-vm183-naya-docs-parity-fill.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-1852-codex-vm179-jund-raw-faction-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-1922-codex-vm180-jund-raw-packet-review-gate.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-1922-codex-vm184-naya-raw-faction-source-packet.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-2042-codex-vm185-naya-raw-packet-review-gate.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-2056-codex-vm186-jund-controlled-runtime-promotion.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-2212-codex-vm188-naya-controlled-runtime-promotion.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-2237-codex-vm189-jund-dossier-empty-panel-link-dedup-repair.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-2303-codex-vm190-jund-starter-cards-mana-base-coverage.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-2347-codex-vm191-jund-archscry-placement-surface-completeness.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-30-2358-codex-vm192-jund-live-parity-archscry-text-hardening.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-0006-codex-vm193-grixis-live-parity-archscry-text-hardening.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-0019-codex-vm194-bant-live-parity-text-hardening.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-0022-codex-vm196-naya-live-parity-archscry-text-hardening.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-0026-codex-vm195-esper-live-parity-archscry-text-hardening.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
docs/handoffs/2026-05-31-0058-codex-vm197-alara-shard-parity-closeout.md	historical handoff	KEEP	baseline 01e11dc3e6cdae683e9f8120a0034f26d33806f1 exact literal-match query
